日期,高锰酸钾指数,化学需氧量,五日生化需氧量,总有机碳,氨氮,色度,电导率,溶解性总固体,浊度,硝酸盐氮,叶绿素a,氟化物
8/9/2021 15:00,4.8,0,3.1,3.8,0.02,18,1299.8,844.836,9,4.039,0.2725,0.743
8/9/2021 16:00,4.8,0,3.1,3.8,0.02,18,1299.85,844.8565,9,4.039,0.2715,0.744
8/9/2021 17:00,4.8,0,3.1,3.8,0.02,18,1299.9,844.8775,9,4.039,0.2705,0.727
8/9/2021 18:00,4.8,0,3.1,3.8,0.02,18,1299.95,844.8955,9,4.04,0.2735,0.7145
8/9/2021 19:00,4.8,0,3.1,3.8,0.02,18,1300,844.917,9,4.041,0.2735,0.7085
8/9/2021 20:00,4.8,0,3.1,3.8,0.02,18,1300,844.9325,9,4.042,0.275,0.726
8/9/2021 21:00,4.8,0,3.1,3.8,0.02,18,1300,844.947,9,4.043,0.2765,0.7065
8/9/2021 22:00,4.8,0,3.1,3.8,0.02,18,1300,844.965,9,4.0445,0.2765,0.7095
8/9/2021 23:00,4.8,0,3.1,3.8,0.02,18,1300,844.9805,9,4.0445,0.28,0.687
8/10/2021 0:00,4.8,0,3.1,3.8,0.02,18,1300,844.997,9,4.0445,0.28,0.6745
8/10/2021 1:00,4.8,0,3.1,3.8,0.02,18,1300,845.013,9,4.0445,0.285,0.675
8/10/2021 2:00,4.8,0,3.1,3.8,0.02,18,1300,845.025,9,4.046,0.284,0.694
8/10/2021 3:00,4.8,0,3.1,3.8,0.02,18,1300,845.034,9,4.047,0.284,0.7045
8/10/2021 4:00,4.8,0,3.1,3.8,0.02,18,1300,845.047,9,4.048,0.284,0.694
8/10/2021 5:00,4.8,0,3.1,3.8,0.02,18,1300,845.056,9,4.048,0.2835,0.6915
8/10/2021 6:00,4.8,0,3.1,3.8,0.02,18,1300,845.0675,9,4.05,0.2795,0.702
8/10/2021 7:00,4.8,0,3.1,3.8,0.02,18,1300,845.079,9,4.0485,0.278,0.7065
8/10/2021 8:00,4.8,0,3.1,3.8,0.02,18,1300,845.087,9,4.049,0.2805,0.6955
8/10/2021 9:00,4.8,0,3.1,3.8,0.02,18,1300,845.0995,9,4.0485,0.277,0.705
8/10/2021 10:00,4.8,0,3.1,3.8,0.02,18,1300,845.108,9,4.0475,0.2735,0.7105
8/10/2021 11:00,4.8,0,3.1,3.8,0.02,18,1300,845.1205,9,4.048,0.2755,0.695
8/10/2021 12:00,4.8,0,3.1,3.8,0.02,18,1300,845.131,9,4.0465,0.28,0.6855
8/10/2021 13:00,4.8,0,3.1,3.8,0.02,18,1300,845.1365,9,4.048,0.2775,0.6955
8/10/2021 14:00,4.8,0,3.1,3.8,0.02,18,1300,845.147,9,4.048,0.2775,0.7115
8/10/2021 15:00,4.8,0,3.1,3.8,0.02,18,1300,845.1555,9,4.048,0.2745,0.713
8/10/2021 16:00,4.8,0,3.1,3.8,0.02,18,1300,845.164,9,4.0475,0.2755,0.702
8/10/2021 17:00,4.8,0,3.1,3.8,0.02,18,1300,845.1715,9,4.048,0.2745,0.7135
8/10/2021 18:00,4.8,0,3.1,3.8,0.02,18,1300,845.1765,9,4.0475,0.2755,0.7115
8/10/2021 19:00,4.8,0,3.1,3.8,0.02,18,1300,845.177,9,4.0475,0.27,0.734
8/10/2021 20:00,4.8,0,3.1,3.8,0.02,18,1300,845.1745,9,4.0485,0.266,0.726
8/10/2021 21:00,4.8,0,3.1,3.8,0.02,18,1300,845.1745,9,4.0475,0.266,0.7295
8/10/2021 22:00,4.8,0,3.1,3.8,0.02,18,1300,845.172,9,4.0485,0.2645,0.711
8/10/2021 23:00,4.8,0,3.1,3.8,0.02,18,1300,845.172,9,4.048,0.2645,0.7015
8/11/2021 0:00,4.8,0,3.1,3.8,0.02,18,1300,845.1735,9,4.0485,0.2645,0.705
8/11/2021 1:00,4.8,0,3.1,3.8,0.02,18,1300,845.1755,9,4.047,0.2655,0.724
8/11/2021 2:00,4.8,0,3.1,3.8,0.02,18,1300,845.178,9,4.0455,0.271,0.7135
8/11/2021 3:00,4.8,0,3.1,3.8,0.02,18,1300,845.176,9,4.046,0.2745,0.717
8/11/2021 4:00,4.8,0,3.1,3.8,0.02,18,1300,845.1785,9,4.0455,0.277,0.719
8/11/2021 5:00,4.8,0,3.1,3.8,0.02,18,1300,845.1795,9,4.0465,0.279,0.7065
8/11/2021 6:00,4.8,0,3.1,3.8,0.02,18,1300,845.1825,9,4.046,0.28,0.7025
8/11/2021 7:00,4.8,0,3.1,3.8,0.02,18,1300,845.1845,9,4.045,0.281,0.7025
8/11/2021 8:00,4.8,0,3.1,3.8,0.02,18,1300.05,845.1925,9,4.0455,0.277,0.7125
8/11/2021 9:00,4.8,0,3.1,3.8,0.02,18,1300.05,845.1965,9,4.044,0.278,0.7025
8/11/2021 10:00,4.8,0,3.1,3.8,0.02,18,1300.05,845.1985,9,4.0435,0.2735,0.6995
8/11/2021 11:00,4.8,0,3.1,3.8,0.02,18,1300.1,845.2055,9,4.0435,0.276,0.711
8/11/2021 12:00,4.8,0,3.1,3.8,0.02,18,1300.1,845.2105,9,4.0435,0.271,0.705
8/11/2021 13:00,4.8,0,3.1,3.8,0.02,18,1300.15,845.2215,9,4.043,0.2735,0.713
8/11/2021 14:00,4.8,0,3.1,3.8,0.02,18,1300.2,845.2315,9,4.0435,0.2745,0.716
8/11/2021 15:00,4.8,0,3.1,3.8,0.02,18,1300.25,845.2435,9,4.043,0.2775,0.713
8/11/2021 16:00,4.8,0,3.1,3.8,0.02,18,1300.25,845.249,9,4.0415,0.278,0.726
8/11/2021 17:00,4.8,0,3.1,3.8,0.02,18,1300.25,845.2545,9,4.0405,0.278,0.7165
8/11/2021 18:00,4.8,0,3.1,3.8,0.02,18,1300.3,845.2625,9,4.0385,0.281,0.7275
8/11/2021 19:00,4.8,0,3.1,3.8,0.02,18,1300.35,845.2725,9,4.0375,0.2765,0.7445
8/11/2021 20:00,4.8,0,3.1,3.8,0.02,18,1300.35,845.2765,9,4.0365,0.2755,0.736
8/11/2021 21:00,4.8,0,3.1,3.8,0.02,18,1300.4,845.2865,9,4.038,0.27,0.73
8/11/2021 22:00,4.8,0,3.1,3.8,0.02,18,1300.45,845.299,9,4.0385,0.266,0.747
8/11/2021 23:00,4.8,0,3.1,3.8,0.02,18,1300.5,845.3175,9,4.0385,0.263,0.7335
8/12/2021 0:00,4.8,0,3.1,3.8,0.02,18,1300.55,845.3245,9,4.038,0.2585,0.7285
8/12/2021 1:00,4.8,0,3.1,3.8,0.02,18,1300.6,845.332,9,4.037,0.261,0.74
8/12/2021 2:00,4.8,0,3.1,3.8,0.02,18,1300.65,845.3425,9,4.0375,0.2605,0.7595
8/12/2021 3:00,4.8,0,3.1,3.8,0.02,18,1300.7,845.357,9,4.037,0.2575,0.7605
8/12/2021 4:00,4.8,0,3.1,3.8,0.02,18,1300.7,845.372,9,4.037,0.2585,0.7665
8/12/2021 5:00,4.8,0,3.1,3.8,0.02,18,1300.75,845.3945,9,4.037,0.2565,0.7695
8/12/2021 6:00,4.8,0,3.1,3.8,0.02,18,1300.8,845.4135,9,4.037,0.257,0.766
8/12/2021 7:00,4.8,0,3.1,3.8,0.02,18,1300.8,845.432,9,4.0375,0.254,0.7555
8/12/2021 8:00,4.8,0,3.1,3.8,0.02,18,1300.85,845.4535,9,4.038,0.2535,0.768
8/12/2021 9:00,4.8,0,3.1,3.8,0.02,18,1300.85,845.4725,9,4.039,0.2515,0.7515
8/12/2021 10:00,4.8,0,3.1,3.8,0.02,18,1300.85,845.495,9,4.037,0.252,0.7475
8/12/2021 11:00,4.8,0,3.1,3.8,0.02,18,1300.85,845.52,9,4.038,0.251,0.728
8/12/2021 12:00,4.8,0,3.1,3.8,0.02,18,1300.9,845.5535,9,4.04,0.25,0.712
8/12/2021 13:00,4.8,0,3.1,3.8,0.02,18,1300.95,845.5855,9,4.041,0.25,0.7035
8/12/2021 14:00,4.8,0,3.1,3.8,0.02,18,1300.95,845.613,9,4.0425,0.25,0.6995
8/12/2021 15:00,4.8,0,3.1,3.8,0.02,18,1300.95,845.631,9,4.0435,0.252,0.7015
8/12/2021 16:00,4.8,0,3.1,3.8,0.02,18,1301,845.6565,9,4.0435,0.251,0.699
8/12/2021 17:00,4.8,0,3.1,3.8,0.02,18,1301,845.6745,9,4.0435,0.251,0.6995
8/12/2021 18:00,4.8,0,3.1,3.8,0.02,18,1301,845.6875,9,4.042,0.253,0.699
8/12/2021 19:00,4.8,0,3.1,3.8,0.02,18,1301,845.7005,9,4.0415,0.2545,0.6975
8/12/2021 20:00,4.8,0,3.1,3.8,0.02,18,1301,845.7215,9,4.0435,0.2545,0.6955
8/12/2021 21:00,4.8,0,3.1,3.8,0.02,18,1301,845.7375,9,4.0455,0.25,0.7045
8/12/2021 22:00,4.8,0,3.1,3.8,0.02,18,1301,845.7525,9,4.0455,0.2545,0.7055
8/12/2021 23:00,4.8,0,3.1,3.8,0.02,18,1301,845.7635,9,4.046,0.2545,0.7075
8/13/2021 0:00,4.8,0,3.1,3.8,0.02,18,1301,845.77,9,4.0455,0.2575,0.7005
8/13/2021 1:00,4.8,0,3.1,3.8,0.02,18,1301,845.781,9,4.046,0.2625,0.708
8/13/2021 2:00,4.8,0,3.1,3.8,0.02,18,1301,845.7925,9,4.046,0.2645,0.6975
8/13/2021 3:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8085,9,4.046,0.2665,0.689
8/13/2021 4:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.821,9,4.0465,0.2675,0.697
8/13/2021 5:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8275,9,4.0455,0.266,0.717
8/13/2021 6:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8295,9,4.047,0.2635,0.7195
8/13/2021 7:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8285,9,4.0465,0.2665,0.7265
8/13/2021 8:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.825,9,4.0465,0.2655,0.7375
8/13/2021 9:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.824,9,4.0465,0.262,0.755
8/13/2021 10:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8305,9,4.0465,0.2565,0.763
8/13/2021 11:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.842,9,4.047,0.2575,0.7595
8/13/2021 12:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8505,9,4.0485,0.261,0.7725
8/13/2021 13:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.861,9,4.049,0.266,0.7745
8/13/2021 14:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.87,9,4.05,0.268,0.7605
8/13/2021 15:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8755,9,4.052,0.269,0.7535
8/13/2021 16:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.879,9,4.051,0.274,0.764
8/13/2021 17:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.888,9,4.0495,0.278,0.7485
8/13/2021 18:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8895,9,4.051,0.277,0.7445
8/13/2021 19:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.894,9,4.0515,0.279,0.759
8/13/2021 20:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.9015,9,4.0535,0.28,0.756
8/13/2021 21:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.8975,9,4.053,0.276,0.752
8/13/2021 22:00,4.8,0,3.1,3.8,0.02,18,1301.1,845.894,9,4.0525,0.278,0.76
8/13/2021 23:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.881,9,4.052,0.2795,0.7675
8/14/2021 0:00,4.8,0,3.1,3.8,0.02,18,1301,845.8705,9,4.0515,0.282,0.759
8/14/2021 1:00,4.8,0,3.1,3.8,0.02,18,1301,845.867,9,4.0515,0.2875,0.7355
8/14/2021 2:00,4.8,0,3.1,3.8,0.02,18,1301,845.8635,9,4.05,0.288,0.729
8/14/2021 3:00,4.8,0,3.1,3.8,0.02,18,1301,845.865,9,4.051,0.287,0.74
8/14/2021 4:00,4.8,0,3.1,3.8,0.02,18,1301,845.867,9,4.0495,0.289,0.739
8/14/2021 5:00,4.8,0,3.1,3.8,0.02,18,1301,845.869,9,4.05,0.292,0.7265
8/14/2021 6:00,4.8,0,3.1,3.8,0.02,18,1301,845.864,9,4.0505,0.2975,0.723
8/14/2021 7:00,4.8,0,3.1,3.8,0.02,18,1301,845.862,9,4.05,0.295,0.7195
8/14/2021 8:00,4.8,0,3.1,3.8,0.02,18,1301,845.858,9,4.05,0.291,0.7215
8/14/2021 9:00,4.8,0,3.1,3.8,0.02,18,1301,845.8565,9,4.051,0.2885,0.711
8/14/2021 10:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8605,9,4.0515,0.2865,0.708
8/14/2021 11:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.861,9,4.0505,0.285,0.714
8/14/2021 12:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.862,9,4.05,0.285,0.7175
8/14/2021 13:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.861,9,4.0505,0.287,0.7215
8/14/2021 14:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8605,9,4.0495,0.2835,0.719
8/14/2021 15:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.858,9,4.0495,0.279,0.709
8/14/2021 16:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8525,9,4.049,0.2755,0.721
8/14/2021 17:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8535,9,4.0495,0.277,0.7275
8/14/2021 18:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8575,9,4.051,0.272,0.734
8/14/2021 19:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.855,9,4.0505,0.2715,0.732
8/14/2021 20:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8555,9,4.051,0.2705,0.7345
8/14/2021 21:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.854,9,4.0505,0.267,0.7515
8/14/2021 22:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8545,9,4.053,0.266,0.7415
8/14/2021 23:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8535,9,4.0535,0.2675,0.7385
8/15/2021 0:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8515,9,4.0545,0.2675,0.7325
8/15/2021 1:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.845,9,4.054,0.2645,0.7485
8/15/2021 2:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.842,9,4.0535,0.2645,0.747
8/15/2021 3:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.837,9,4.0535,0.2685,0.736
8/15/2021 4:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.831,9,4.054,0.268,0.727
8/15/2021 5:00,4.8,0,3.1,3.8,0.02,18,1301.05,845.8235,9,4.052,0.268,0.7405
8/15/2021 6:00,4.8,0,3.1,3.8,0.02,18,1301,845.809,9,4.052,0.2695,0.743
8/15/2021 7:00,4.8,0,3.1,3.8,0.02,18,1301,845.8015,9,4.052,0.27,0.7395
8/15/2021 8:00,4.8,0,3.1,3.8,0.02,18,1301,845.795,9,4.0535,0.2675,0.727
8/15/2021 9:00,4.8,0,3.1,3.8,0.02,18,1301,845.7915,9,4.053,0.265,0.7335
8/15/2021 10:00,4.8,0,3.1,3.8,0.02,18,1301,845.785,9,4.0525,0.267,0.736
8/15/2021 11:00,4.8,0,3.1,3.8,0.02,18,1301,845.7805,9,4.0525,0.2665,0.745
8/15/2021 12:00,4.8,0,3.1,3.8,0.02,18,1301,845.777,9,4.0505,0.27,0.732
8/15/2021 13:00,4.8,0,3.1,3.8,0.019,18,1301,845.7715,9,4.0495,0.2725,0.726
8/15/2021 14:00,4.8,0,3.1,3.8,0.019,18,1301,845.765,9,4.049,0.2725,0.7155
8/15/2021 15:00,4.8,0,3.1,3.8,0.018,18,1301,845.7615,9,4.051,0.269,0.734
8/15/2021 16:00,4.8,0,3.1,3.8,0.017,18,1301,845.76,9,4.05,0.272,0.719
8/15/2021 17:00,4.8,0,3.1,3.8,0.016,18,1301,845.7525,9,4.0505,0.275,0.711
8/15/2021 18:00,4.8,0,3.1,3.8,0.015,18,1301,845.753,9,4.05,0.278,0.721
8/15/2021 19:00,4.8,0,3.1,3.8,0.014,18,1301,845.7495,9,4.0485,0.278,0.717
8/15/2021 20:00,4.8,0,3.1,3.8,0.013,18,1301,845.75,9,4.048,0.2785,0.724
8/15/2021 21:00,4.8,0,3.1,3.8,0.012,18,1301,845.746,9,4.048,0.282,0.7115
8/15/2021 22:00,4.8,0,3.1,3.8,0.011,18,1301,845.7425,9,4.0485,0.2765,0.7075
8/15/2021 23:00,4.8,0,3.1,3.8,0.011,18,1301,845.736,9,4.05,0.272,0.7255
8/16/2021 0:00,4.8,0,3.1,3.8,0.01,18,1301,845.739,9,4.05,0.275,0.737
8/16/2021 1:00,4.81,0,3.1,3.8,0.01,18,1301,845.741,9,4.052,0.2755,0.7345
8/16/2021 2:00,4.81,0,3.1,3.8,0.01,18,1301,845.743,9,4.0535,0.2705,0.731
8/16/2021 3:00,4.81,0,3.1,3.8,0.01,18,1301,845.737,9,4.053,0.27,0.745
8/16/2021 4:00,4.82,0,3.1,3.8,0.01,18,1301,845.7355,9,4.053,0.269,0.75
8/16/2021 5:00,4.83,0,3.1,3.8,0.01,18,1300.9,845.671,9,4.0535,0.2715,0.7555
8/16/2021 6:00,4.84,0,3.1,3.8,0.01,18,1300.9,845.665,9,4.054,0.269,0.7545
8/16/2021 7:00,4.84,0,3.1,3.8,0.01,18,1300.9,845.6635,9,4.0545,0.2715,0.751
8/16/2021 8:00,4.85,0,3.1,3.8,0.01,18,1300.9,845.655,9,4.0555,0.269,0.7535
8/16/2021 9:00,4.85,0,3.1,3.8,0.01,18,1300.9,845.653,9,4.057,0.2685,0.7575
8/16/2021 10:00,4.85,0,3.1,3.8,0.01,18,1300.9,845.651,9,4.058,0.2685,0.7565
8/16/2021 11:00,4.84,0,3.1,3.8,0.01,18,1300.9,845.652,9,4.058,0.2725,0.738
8/16/2021 12:00,4.84,0,3.1,3.8,0.01,18,1300.9,845.651,9,4.058,0.267,0.754
8/16/2021 13:00,4.85,0,3.1,3.8,0.01,18,1300.9,845.6535,9,4.059,0.2665,0.753
8/16/2021 14:00,4.85,0,3.1,3.8,0.01,18,1300.9,845.65,9,4.059,0.265,0.759
8/16/2021 15:00,4.84,0,3.1,3.8,0.01,18,1300.9,845.6505,9,4.0595,0.262,0.77
8/16/2021 16:00,4.83,0,3.1,3.8,0.01,18,1300.9,845.647,9,4.059,0.2605,0.764
8/16/2021 17:00,4.83,0,3.1,3.8,0.01,18,1300.9,845.6525,9,4.0605,0.2585,0.778
8/16/2021 18:00,4.82,0,3.1,3.8,0.01,18,1300.9,845.6525,9,4.0605,0.2595,0.774
8/16/2021 19:00,4.82,0,3.1,3.8,0.01,18,1300.9,845.661,9,4.0595,0.264,0.7555
8/16/2021 20:00,4.82,0,3.1,3.8,0.01,18,1300.9,845.6585,9,4.0595,0.2605,0.7595
8/16/2021 21:00,4.83,0,3.1,3.8,0.01,18,1300.9,845.656,9,4.058,0.258,0.763
8/16/2021 22:00,4.83,0,3.1,3.8,0.01,18,1300.9,845.662,9,4.058,0.2635,0.766
8/16/2021 23:00,4.82,0,3.1,3.8,0.01,18,1300.9,845.678,9,4.059,0.2645,0.76
8/17/2021 0:00,4.81,0,3.1,3.8,0.01,18,1300.9,845.685,9,4.0585,0.2655,0.756
8/17/2021 1:00,4.81,0,3.1,3.8,0.01,18,1301,845.751,9,4.0585,0.265,0.7565
8/17/2021 2:00,4.81,0,3.1,3.8,0.01,18,1301,845.762,9,4.0585,0.27,0.74
8/17/2021 3:00,4.82,0,3.1,3.8,0.01,18,1301,845.7745,9,4.0585,0.2725,0.751
8/17/2021 4:00,4.82,0,3.1,3.8,0.01,18,1301,845.789,9,4.058,0.2695,0.756
8/17/2021 5:00,4.82,0,3.1,3.8,0.01,18,1301,845.798,9,4.056,0.266,0.754
8/17/2021 6:00,4.82,0,3.1,3.8,0.01,18,1301,845.8085,9,4.056,0.271,0.7475
8/17/2021 7:00,4.81,0,3.1,3.8,0.01,18,1301,845.817,9,4.054,0.2685,0.7435
8/17/2021 8:00,4.81,0,3.1,3.8,0.01,18,1301.05,845.8305,9,4.0555,0.272,0.7375
8/17/2021 9:00,4.82,0,3.1,3.8,0.01,18,1301.1,845.8455,9,4.055,0.2715,0.735
8/17/2021 10:00,4.83,0,3.1,3.8,0.01,18,1301.15,845.862,9,4.056,0.2675,0.732
8/17/2021 11:00,4.83,0,3.1,3.8,0.01,18,1301.2,845.874,9,4.055,0.2665,0.7275
8/17/2021 12:00,4.84,0,3.1,3.8,0.01,18,1301.25,845.8855,9,4.0565,0.27,0.746
8/17/2021 13:00,4.83,0,3.1,3.8,0.01,18,1301.25,845.8895,9,4.0565,0.2705,0.7275
8/17/2021 14:00,4.84,0,3.1,3.8,0.01,18,1301.25,845.8975,9,4.0565,0.2715,0.7345
8/17/2021 15:00,4.85,0,3.1,3.8,0.01,18,1301.25,845.904,9,4.058,0.271,0.7515
8/17/2021 16:00,4.86,0,3.1,3.8,0.01,18,1301.25,845.9125,9,4.059,0.276,0.7285
8/17/2021 17:00,4.87,0,3.1,3.8,0.01,18,1301.25,845.919,9,4.059,0.2795,0.708
8/17/2021 18:00,4.87,0,3.1,3.8,0.01,18,1301.3,845.9305,9,4.0585,0.276,0.7005
8/17/2021 19:00,4.87,0,3.1,3.8,0.01,18,1301.3,845.933,9,4.0575,0.279,0.7105
8/17/2021 20:00,4.87,0,3.1,3.8,0.01,18,1301.35,845.9415,9,4.057,0.278,0.709
8/17/2021 21:00,4.87,0,3.1,3.8,0.01,18,1301.35,845.947,9,4.0565,0.2785,0.7075
8/17/2021 22:00,4.87,0,3.1,3.8,0.01,18,1301.4,845.9585,9,4.058,0.2785,0.719
8/17/2021 23:00,4.88,0,3.1,3.8,0.01,18,1301.45,845.963,9,4.0575,0.278,0.706
8/18/2021 0:00,4.88,0,3.1,3.8,0.01,18,1301.5,845.9745,9,4.0585,0.2805,0.706
8/18/2021 1:00,4.87,0,3.1,3.8,0.01,18,1301.55,845.9895,9,4.061,0.283,0.705
8/18/2021 2:00,4.86,0,3.1,3.8,0.01,18,1301.6,846.001,9,4.062,0.2775,0.7065
8/18/2021 3:00,4.86,0,3.1,3.8,0.01,18,1301.65,846.017,9,4.0625,0.2765,0.718
8/18/2021 4:00,4.87,0,3.1,3.8,0.01,18,1301.65,846.025,9,4.0635,0.273,0.708
8/18/2021 5:00,4.87,0,3.1,3.8,0.01,18,1301.65,846.0355,9,4.062,0.2705,0.7185
8/18/2021 6:00,4.87,0,3.1,3.8,0.01,18,1301.65,846.0425,9,4.0615,0.273,0.7155
8/18/2021 7:00,4.88,0,3.1,3.8,0.01,18,1301.65,846.053,9,4.0625,0.2735,0.712
8/18/2021 8:00,4.87,0,3.1,3.8,0.01,18,1301.65,846.068,9,4.0625,0.2725,0.712
8/18/2021 9:00,4.87,0,3.1,3.8,0.01,18,1301.7,846.09,9,4.061,0.2685,0.708
8/18/2021 10:00,4.86,0,3.1,3.8,0.01,18,1301.75,846.11,9,4.0595,0.2695,0.71
8/18/2021 11:00,4.87,0,3.1,3.8,0.01,18,1301.8,846.1305,9,4.058,0.27,0.6955
8/18/2021 12:00,4.88,0,3.1,3.8,0.01,18,1301.85,846.153,9,4.057,0.27,0.703
8/18/2021 13:00,4.88,0,3.1,3.8,0.01,18,1301.9,846.176,9,4.058,0.2715,0.699
8/18/2021 14:00,4.87,0,3.1,3.8,0.01,18,1301.9,846.186,9,4.058,0.274,0.7225
8/18/2021 15:00,4.86,0,3.1,3.8,0.01,18,1301.95,846.1985,9,4.0585,0.2685,0.704
8/18/2021 16:00,4.86,0,3.1,3.8,0.01,18,1301.95,846.213,9,4.06,0.267,0.7245
8/18/2021 17:00,4.86,0,3.1,3.8,0.01,18,1302,846.234,9,4.0615,0.2635,0.703
8/18/2021 18:00,4.86,0,3.1,3.8,0.01,18,1302,846.251,9,4.0605,0.2615,0.6965
8/18/2021 19:00,4.85,0,3.1,3.8,0.01,18,1302,846.263,9,4.061,0.2575,0.6965
8/18/2021 20:00,4.86,0,3.1,3.8,0.01,18,1302,846.2725,9,4.0615,0.2595,0.7045
8/18/2021 21:00,4.86,0,3.1,3.8,0.01,18,1302,846.2815,9,4.061,0.256,0.6995
8/18/2021 22:00,4.86,0,3.1,3.8,0.01,18,1302,846.295,9,4.0605,0.256,0.716
8/18/2021 23:00,4.86,0,3.1,3.8,0.01,18,1302,846.3045,9,4.0625,0.2595,0.721
8/19/2021 0:00,4.86,0,3.1,3.8,0.01,18,1302,846.317,9,4.062,0.2645,0.721
8/19/2021 1:00,4.87,0,3.1,3.8,0.01,18,1302,846.329,9,4.063,0.2685,0.708
8/19/2021 2:00,4.86,0,3.1,3.8,0.01,18,1302,846.339,9,4.0635,0.269,0.715
8/19/2021 3:00,4.86,0,3.1,3.8,0.01,18,1302,846.351,9,4.064,0.2725,0.702
8/19/2021 4:00,4.86,0,3.1,3.8,0.01,18,1302,846.358,9,4.0635,0.272,0.679
8/19/2021 5:00,4.86,0,3.1,3.8,0.01,18,1302,846.366,9,4.065,0.275,0.6945
8/19/2021 6:00,4.85,0,3.1,3.8,0.01,18,1302,846.3725,9,4.068,0.273,0.701
8/19/2021 7:00,4.84,0,3.1,3.8,0.01,18,1302,846.3775,9,4.068,0.273,0.704
8/19/2021 8:00,4.83,0,3.1,3.8,0.01,18,1302,846.382,9,4.0675,0.268,0.704
8/19/2021 9:00,4.82,0,3.1,3.8,0.01,18,1302,846.3925,9,4.068,0.268,0.712
8/19/2021 10:00,4.82,0,3.1,3.8,0.01,18,1302,846.397,9,4.0675,0.267,0.6885
8/19/2021 11:00,4.81,0,3.1,3.8,0.01,18,1302,846.41,9,4.0665,0.2705,0.6935
8/19/2021 12:00,4.81,0,3.1,3.8,0.01,18,1302,846.418,9,4.066,0.2755,0.6835
8/19/2021 13:00,4.81,0,3.1,3.8,0.01,18,1302,846.428,9,4.066,0.2785,0.6935
8/19/2021 14:00,4.82,0,3.1,3.8,0.01,18,1302,846.4365,9,4.066,0.277,0.694
8/19/2021 15:00,4.82,0,3.1,3.8,0.01,18,1302,846.4515,9,4.0665,0.277,0.693
8/19/2021 16:00,4.83,0,3.1,3.8,0.01,18,1302,846.4645,9,4.0675,0.2765,0.6775
8/19/2021 17:00,4.83,0,3.1,3.8,0.01,18,1302,846.4735,9,4.067,0.277,0.677
8/19/2021 18:00,4.83,0,3.1,3.8,0.01,18,1302.05,846.4875,9,4.066,0.2825,0.6745
8/19/2021 19:00,4.83,0,3.1,3.8,0.01,18,1302.1,846.5015,9,4.065,0.2825,0.6575
8/19/2021 20:00,4.83,0,3.1,3.8,0.01,18,1302.15,846.513,9,4.0655,0.28,0.67
8/19/2021 21:00,4.83,0,3.1,3.8,0.01,18,1302.2,846.5235,9,4.0665,0.276,0.67
8/19/2021 22:00,4.83,0,3.1,3.8,0.01,18,1302.25,846.5385,9,4.066,0.2755,0.674
8/19/2021 23:00,4.82,0,3.1,3.8,0.01,18,1302.3,846.555,9,4.067,0.2745,0.688
8/20/2021 0:00,4.82,0,3.1,3.8,0.01,18,1302.35,846.5735,9,4.067,0.2765,0.6895
8/20/2021 1:00,4.82,0,3.1,3.8,0.01,18,1302.4,846.6035,9,4.0675,0.279,0.6805
8/20/2021 2:00,4.81,0,3.1,3.8,0.01,18,1302.45,846.6165,9,4.066,0.282,0.6615
